t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still,raw_x,raw_y,raw_z
11015359,0.078,0.161,-0.012,0.004,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,5.020
11015453,0.096,0.171,0.042,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.910,5.130
11015562,0.085,0.163,0.022,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.870,4.710
11015640,0.090,0.160,0.016,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.910,4.920
11015734,0.084,0.163,0.005,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.940,4.960
11015812,0.095,0.158,0.019,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.940,4.980
11015890,0.085,0.161,0.011,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.880,4.630
11016000,0.087,0.165,0.015,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.980,5.110
11016109,0.077,0.158,0.022,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.910,4.730
11016250,0.094,0.190,-0.036,0.004,-0.002,0.003,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.950,4.710
11016296,0.090,0.167,0.010,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.950,4.910
11016343,0.090,0.154,0.027,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.880,4.640
11016421,0.090,0.155,0.004,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.920,5.050
11016562,0.092,0.161,0.031,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.860,4.660
11016656,0.098,0.151,0.035,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.950,5.100
11016765,0.069,0.171,0.021,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.880,4.740
11016843,0.085,0.168,0.019,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.900,4.690
11016937,0.086,0.151,0.025,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.290,-2.930,4.920
11017031,0.063,0.157,0.026,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.940,4.920
11017109,0.077,0.155,0.018,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-2.910,5.120
11017218,0.082,0.167,0.019,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.900,4.770
11017328,0.084,0.160,0.017,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.900,4.730
11017468,0.089,0.166,-0.005,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.980,5.070
11017515,0.080,0.157,-0.003,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.960,4.940
11017562,0.084,0.154,0.024,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-3.000,5.140
11017640,0.067,0.147,0.036,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.900,4.650
11017781,0.067,0.141,0.028,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.900,4.650
11017859,0.071,0.143,0.011,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.850,4.860
11017906,0.082,0.153,0.023,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.910,4.810
11017984,0.081,0.166,0.014,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.940,4.700
11018078,0.080,0.165,0.016,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.870,4.760
11018140,0.074,0.168,0.053,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-2.980,5.130
11018234,0.095,0.137,0.077,0.002,-0.002,-0.003,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.900,4.850
11018328,0.094,0.148,0.016,0.002,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.950,4.930
11018437,0.092,0.161,0.016,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.980,4.900
11018515,0.072,0.152,0.034,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.220,-2.940,5.080
11018656,0.082,0.155,0.044,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.950,4.980
11018718,0.082,0.152,0.040,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.850,4.860
11018765,0.086,0.160,0.031,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-3.060,4.650
11018828,0.082,0.145,-0.029,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.950,4.930
11018968,0.087,0.147,0.033,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.970,4.760
11019062,0.088,0.136,0.037,0.002,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.260,-3.030,5.050
11019171,0.089,0.138,0.029,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.940,4.960
11019250,0.098,0.146,0.041,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-2.960,4.790
11019343,0.104,0.149,0.028,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.910,4.970
11019421,0.097,0.157,0.002,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.870,4.800
11019500,0.090,0.149,0.025,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.900,4.650
11019609,0.078,0.156,-0.020,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.910,4.640
11019718,0.094,0.143,0.045,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.960,4.980
11019859,0.089,0.156,0.009,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.960,4.980
11019921,0.082,0.160,-0.012,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.880,4.650
11019968,0.090,0.159,0.016,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.260,-2.950,5.020
11020046,0.095,0.156,0.029,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.960,4.990
11020187,0.106,0.165,0.035,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.970,4.970
11020281,0.089,0.168,0.057,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.290,-3.020,5.010
11020390,0.083,0.140,0.002,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.910,4.970
11020468,0.078,0.148,-0.023,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.890,4.600
11020546,0.069,0.174,-0.013,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.910,5.000
11020640,0.086,0.157,-0.003,0.004,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.950,4.940
11020718,0.080,0.165,0.012,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,4.870
11020828,0.078,0.163,-0.018,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.930,4.920
11020921,0.124,0.153,0.033,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.270,-2.900,4.740
11021062,0.068,0.148,0.011,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-3.030,4.850
11021109,0.087,0.128,0.018,0.002,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.850,4.970
11021156,0.087,0.149,0.015,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.940,4.760
11021234,0.080,0.165,0.015,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.890,4.610
11021375,0.081,0.166,-0.024,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.950,4.690
11021468,0.076,0.149,0.027,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.900,4.780
11021578,0.089,0.171,-0.008,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.940,4.670
11021656,0.076,0.146,0.012,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.860,4.760
11021750,0.082,0.160,0.007,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.930,4.920
11021828,0.062,0.147,-0.004,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.930,5.110
11021906,0.076,0.173,0.018,0.004,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.910,5.100
11022015,0.082,0.156,0.022,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.920,4.670
11022125,0.074,0.163,0.058,0.004,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.960,4.970
11022265,0.086,0.159,0.043,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.960,4.850
11022312,0.075,0.158,-0.003,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.910,4.750
11022359,0.076,0.154,0.002,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.970,4.970
11022437,0.060,0.148,0.025,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.920,4.780
11022578,0.045,0.145,0.036,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.880,4.650
11022671,0.072,0.166,0.014,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.910,5.070
11022781,0.079,0.159,0.012,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.950,4.960
11022859,0.073,0.174,0.020,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.860,4.830
11022953,0.068,0.165,0.008,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.860,4.750
11023031,0.070,0.162,0.006,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.950,4.920
11023109,0.067,0.158,0.034,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.930,4.940
11023218,0.059,0.156,0.017,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.910,4.780
11023328,0.046,0.169,-0.017,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.260,-2.950,5.090
11023468,0.083,0.163,0.026,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.920,4.930
11023515,0.075,0.160,0.025,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.890,4.720
11023562,0.076,0.153,0.017,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.960,4.900
11023640,0.075,0.156,-0.010,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.940,4.930
11023781,0.084,0.152,0.033,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.950,4.890
11023875,0.078,0.152,0.004,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.910,4.740
11023984,0.078,0.148,0.034,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,4.990
11024062,0.075,0.154,0.021,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.960,5.130
11024156,0.082,0.156,0.024,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.920,4.640
11024234,0.087,0.158,0.003,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.860,4.790
11024312,0.090,0.160,0.029,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.930,4.940
11024437,0.077,0.154,0.011,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.250,-3.000,5.120
11024546,0.077,0.151,0.019,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.920,4.650
11024687,0.080,0.158,0.016,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.870,4.620
11024734,0.076,0.163,0.006,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.230,-2.970,5.020
11024781,0.092,0.163,-0.005,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.880,4.640
11024859,0.095,0.169,-0.013,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.220,-2.970,5.040
11025000,0.087,0.159,0.008,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.270,-3.000,5.070
11025093,0.087,0.157,0.008,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.920,4.930
11025187,0.090,0.158,0.032,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.240,-3.000,5.010
11025281,0.087,0.174,-0.012,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.870,4.930
11025375,0.088,0.192,-0.032,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.930,4.780
11025453,0.092,0.189,-0.001,0.003,-0.003,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.940,4.950
11025515,0.099,0.174,0.035,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.950,4.960
11025625,0.099,0.192,0.002,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.230,-2.890,5.000
11025671,0.120,0.202,0.006,0.004,-0.003,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.930,4.940
11025734,0.084,0.173,0.004,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.930,4.920
11025875,0.076,0.181,-0.044,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.920,4.940
11025921,0.077,0.186,-0.019,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.920,4.950
11025968,0.088,0.181,0.025,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.910,5.030
11026046,0.098,0.186,-0.007,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.900,4.970
11026187,0.103,0.181,0.009,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.920,5.000
11026281,0.101,0.182,0.029,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.280,-2.870,4.740
11026390,0.102,0.182,0.004,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.260,-2.880,4.810
11026468,0.081,0.177,0.026,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.910,4.760
11026562,0.089,0.169,0.013,0.003,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.940,4.950
11026640,0.093,0.164,-0.001,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.930,4.950
11026718,0.089,0.176,0.013,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.960,4.770
11026828,0.111,0.161,0.027,0.003,-0.002,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.900,4.750
11026937,0.080,0.186,0.006,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.890,4.710
11027093,0.057,0.187,0.034,0.005,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.920,4.970
11027140,0.063,0.190,0.032,0.005,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.870,4.820
11027187,0.098,0.182,0.037,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.880,4.730
11027250,0.088,0.197,0.002,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.810,4.690
11027390,0.094,0.179,0.066,0.004,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.890,4.690
11027500,0.092,0.185,0.015,0.003,-0.002,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.310,-2.950,5.060
11027609,0.082,0.192,-0.008,0.005,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.850,4.720
11027687,0.089,0.182,0.034,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.880,4.680
11027781,0.086,0.187,-0.000,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,5.160
11027859,0.085,0.185,-0.001,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,5.080
11027937,0.057,0.166,0.036,0.004,-0.001,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.970,5.110
11028046,0.083,0.182,-0.009,0.003,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.950,4.760
11028156,0.075,0.192,0.007,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.880,5.000
11028296,0.083,0.189,0.031,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.290,-2.960,5.130
11028343,0.082,0.187,0.029,0.004,-0.002,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.900,4.720
11028390,0.080,0.190,0.027,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.880,4.720
11028468,0.065,0.189,0.010,0.004,-0.002,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.940,4.970
11028609,0.090,0.183,0.014,0.004,-0.002,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.880,4.670
11028703,0.051,0.176,0.022,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.560,-2.900,4.690
11028812,0.056,0.185,0.027,0.004,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.230,-2.870,4.720
