t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still
18966843,-0.006,0.351,0.059,-0.003,0.009,0.001,-45.596,-293.127,408.359,-179.793,-13.695,-107.614,1,-0.0112,0.0040,-0.0102,0
18966984,-0.026,0.337,0.015,-0.002,0.009,0.002,-45.596,-293.127,408.359,-179.793,-13.695,-107.614,1,-0.0159,0.0049,-0.0141,0
18967078,-0.014,0.342,0.088,-0.002,0.009,0.001,-48.462,-292.435,406.174,178.416,-13.622,-107.363,1,-0.0184,0.0044,-0.0143,0
18967187,-0.100,0.226,0.136,0.003,0.006,-0.000,-48.462,-292.435,406.174,178.416,-13.622,-107.363,1,-0.0184,0.0044,-0.0143,0
18967265,-0.070,0.286,0.058,0.000,0.008,0.001,-49.975,-292.076,405.097,177.472,-13.596,-107.204,1,-0.0184,0.0044,-0.0143,0
18967343,-0.073,0.244,0.074,0.002,0.007,0.001,-49.975,-292.076,405.097,177.472,-13.596,-107.204,1,-0.0173,0.0030,-0.0112,0
18967437,-0.071,0.259,0.097,0.002,0.007,0.000,-50.178,-292.054,404.995,177.362,-13.611,-107.229,1,-0.0173,0.0030,-0.0112,0
18967515,-0.077,0.249,0.073,0.003,0.006,0.001,-50.178,-292.054,404.995,177.362,-13.611,-107.229,1,-0.0095,0.0007,-0.0042,0
18967625,-0.050,0.263,0.061,0.002,0.005,0.001,-49.970,-292.069,405.087,177.511,-13.597,-107.365,1,0.0023,-0.0021,0.0046,0
18967718,-0.061,0.226,0.068,0.006,0.003,0.002,-49.970,-292.069,405.087,177.511,-13.597,-107.365,1,0.0023,-0.0021,0.0046,0
18967859,-0.002,0.180,0.066,0.005,0.002,0.001,-48.124,-292.139,405.824,178.655,-13.399,-107.899,1,0.0023,-0.0021,0.0046,0
18967906,0.032,0.178,0.089,0.003,0.003,0.000,-48.124,-292.139,405.824,178.655,-13.399,-107.899,1,0.0123,-0.0037,0.0107,0
18967953,0.019,0.174,0.049,0.003,0.004,0.002,-48.124,-292.139,405.824,178.655,-13.399,-107.899,1,0.0123,-0.0037,0.0107,0
18968031,0.029,0.121,0.041,0.002,0.002,0.002,-46.335,-292.284,406.708,179.749,-13.247,-108.277,1,0.0123,-0.0037,0.0107,0
18968171,0.033,0.149,0.096,-0.000,0.004,0.001,-46.335,-292.284,406.708,179.749,-13.247,-108.277,1,0.0178,-0.0041,0.0132,0
18968265,0.024,0.142,0.056,0.002,0.002,0.001,-44.572,-292.548,407.824,-179.221,-13.175,-108.292,1,0.0183,-0.0039,0.0132,0
18968375,0.071,0.234,0.052,-0.000,0.004,0.001,-44.572,-292.548,407.824,-179.221,-13.175,-108.292,1,0.0183,-0.0039,0.0132,0
18968453,0.051,0.216,0.074,0.001,0.003,0.001,-43.571,-292.645,408.397,-178.676,-13.108,-108.172,1,0.0183,-0.0039,0.0132,0
18968546,0.057,0.228,0.075,-0.000,0.004,0.001,-43.571,-292.645,408.397,-178.676,-13.108,-108.172,1,0.0142,-0.0033,0.0108,0
18968625,0.063,0.226,0.068,-0.001,0.004,0.001,-43.363,-292.419,408.115,-178.610,-12.931,-108.217,1,0.0142,-0.0033,0.0108,0
18968703,0.064,0.234,0.037,0.001,0.005,0.002,-43.363,-292.419,408.115,-178.610,-12.931,-108.217,1,0.0065,-0.0016,0.0053,0
18968812,0.055,0.302,0.064,0.001,0.005,0.002,-43.583,-292.088,407.485,-178.859,-12.748,-108.015,1,-0.0024,0.0009,-0.0022,0
18968921,0.038,0.307,0.055,0.001,0.006,0.002,-43.583,-292.088,407.485,-178.859,-12.748,-108.015,1,-0.0024,0.0009,-0.0022,0
18969062,-0.007,0.349,0.056,0.000,0.006,0.002,-44.382,-291.569,406.331,-179.513,-12.524,-107.596,1,-0.0024,0.0009,-0.0022,0
18969125,-0.059,0.334,0.072,-0.001,0.008,0.001,-44.382,-291.569,406.331,-179.513,-12.524,-107.596,1,-0.0093,0.0029,-0.0083,0
18969218,-0.080,0.265,0.089,-0.004,0.010,0.001,-45.595,-291.119,405.152,179.613,-12.394,-107.098,1,-0.0093,0.0029,-0.0083,0
18969359,0.028,0.193,0.051,-0.001,0.007,0.002,-45.595,-291.119,405.152,179.613,-12.394,-107.098,1,-0.0132,0.0036,-0.0110,0
18969453,0.087,0.286,0.071,-0.001,0.004,0.001,-47.552,-290.583,403.614,178.223,-12.289,-106.135,1,-0.0153,0.0033,-0.0110,0
18969562,0.029,0.325,0.089,0.003,0.005,0.001,-47.552,-290.583,403.614,178.223,-12.289,-106.135,1,-0.0153,0.0033,-0.0110,0
18969640,-0.051,0.329,0.040,0.002,0.008,0.003,-48.443,-290.519,403.211,177.556,-12.332,-105.347,1,-0.0153,0.0033,-0.0110,0
18969734,-0.089,0.212,0.081,0.001,0.007,0.001,-48.443,-290.519,403.211,177.556,-12.332,-105.347,1,-0.0141,0.0019,-0.0082,0
18969812,-0.062,0.187,0.011,-0.001,0.007,0.003,-48.817,-290.530,403.101,177.277,-12.367,-104.987,1,-0.0141,0.0019,-0.0082,0
18969890,-0.054,0.178,0.050,-0.000,0.006,0.001,-48.817,-290.530,403.101,177.277,-12.367,-104.987,1,-0.0080,-0.0004,-0.0022,0
18970000,-0.032,0.169,0.045,-0.001,0.007,0.001,-49.064,-290.550,403.050,177.132,-12.406,-104.923,1,-0.0006,-0.0023,0.0035,1
18970109,-0.030,0.160,0.049,-0.001,0.006,0.002,-49.064,-290.550,403.050,177.132,-12.406,-104.923,1,-0.0006,-0.0023,0.0035,1
18970250,0.054,0.178,0.082,-0.001,0.006,0.001,-49.649,-290.733,403.136,176.766,-12.572,-104.543,1,-0.0006,-0.0023,0.0035,1
18970296,0.071,0.200,0.087,-0.000,0.005,0.002,-49.649,-290.733,403.136,176.766,-12.572,-104.543,1,0.0040,-0.0031,0.0063,0
18970343,0.091,0.228,0.055,-0.001,0.004,0.002,-49.649,-290.733,403.136,176.766,-12.572,-104.543,1,0.0040,-0.0031,0.0063,0
18970421,0.099,0.279,0.048,-0.000,0.004,0.001,-50.281,-290.961,403.279,176.374,-12.765,-104.138,1,0.0040,-0.0031,0.0063,0
18970562,0.026,0.337,0.030,-0.001,0.005,0.001,-50.281,-290.961,403.279,176.374,-12.765,-104.138,1,0.0051,-0.0032,0.0069,0
18970656,-0.082,0.274,0.060,-0.003,0.008,0.002,-51.750,-290.512,402.154,175.278,-12.577,-103.185,1,0.0035,-0.0023,0.0050,0
18970765,0.044,0.131,0.112,0.001,0.006,-0.000,-51.750,-290.512,402.154,175.278,-12.577,-103.185,1,0.0035,-0.0023,0.0050,0
18970843,0.075,0.248,0.071,-0.002,0.003,0.002,-52.934,-289.876,400.874,174.318,-12.220,-102.237,1,0.0035,-0.0023,0.0050,0
18970937,0.074,0.257,0.089,0.003,0.004,0.002,-52.934,-289.876,400.874,174.318,-12.220,-102.237,1,0.0007,0.0000,0.0006,0
18971015,0.018,0.302,0.065,0.004,0.006,0.002,-53.578,-289.898,400.730,173.846,-12.242,-101.665,1,0.0007,0.0000,0.0006,0
18971093,-0.090,0.273,0.064,0.003,0.007,0.002,-53.578,-289.898,400.730,173.846,-12.242,-101.665,1,-0.0001,0.0012,-0.0014,0
18971203,-0.104,0.211,0.065,-0.001,0.007,0.001,-53.915,-290.175,401.046,173.620,-12.408,-101.283,1,0.0020,-0.0007,0.0019,0
18971312,-0.097,0.265,0.054,0.000,0.008,0.002,-53.915,-290.175,401.046,173.620,-12.408,-101.283,1,0.0020,-0.0007,0.0019,0
18971453,0.036,0.289,0.073,0.002,0.006,0.002,-54.789,-290.114,400.729,173.240,-12.516,-101.801,1,0.0020,-0.0007,0.0019,0
18971500,0.040,0.272,0.050,0.001,0.005,0.003,-54.789,-290.114,400.729,173.240,-12.516,-101.801,1,0.0041,-0.0031,0.0060,0
18971546,0.047,0.268,0.049,0.002,0.004,0.002,-54.789,-290.114,400.729,173.240,-12.516,-101.801,1,0.0041,-0.0031,0.0060,0
18971625,0.046,0.280,0.047,0.003,0.004,0.004,-55.500,-290.099,400.528,172.848,-12.582,-101.812,1,0.0041,-0.0031,0.0060,0
18971765,0.025,0.274,0.054,0.003,0.004,0.002,-55.500,-290.099,400.528,172.848,-12.582,-101.812,1,0.0044,-0.0037,0.0069,0
18971859,0.013,0.292,0.039,0.004,0.006,0.003,-55.991,-290.206,400.566,172.539,-12.669,-101.560,1,0.0041,-0.0034,0.0063,0
18971968,-0.059,0.252,0.073,0.002,0.006,0.002,-55.991,-290.206,400.566,172.539,-12.669,-101.560,1,0.0041,-0.0034,0.0063,0
18972046,-0.077,0.230,0.092,0.001,0.006,-0.000,-56.045,-290.637,401.186,172.525,-12.917,-101.344,1,0.0041,-0.0034,0.0063,0
18972140,-0.091,0.253,0.064,0.004,0.006,0.003,-56.045,-290.637,401.186,172.525,-12.917,-101.344,1,0.0044,-0.0033,0.0062,0
18972218,0.004,0.282,0.059,0.003,0.003,0.002,-55.830,-290.762,401.424,172.757,-13.027,-101.765,1,0.0044,-0.0033,0.0062,0
18972296,0.056,0.233,0.079,0.004,0.001,0.002,-55.830,-290.762,401.424,172.757,-13.027,-101.765,1,0.0053,-0.0030,0.0059,0
18972406,-0.055,0.085,0.086,0.002,0.004,0.002,-55.116,-290.715,401.532,173.361,-13.034,-102.730,1,0.0069,-0.0014,0.0039,0
18972515,-0.043,0.214,0.057,0.005,0.006,0.003,-55.116,-290.715,401.532,173.361,-13.034,-102.730,1,0.0069,-0.0014,0.0039,0
18972640,-0.093,0.055,0.062,0.002,0.004,0.002,-53.268,-291.243,402.818,175.002,-13.374,-105.062,1,0.0069,-0.0014,0.0039,0
18972703,-0.118,0.182,0.056,0.004,0.007,0.002,-53.268,-291.243,402.818,175.002,-13.374,-105.062,1,0.0092,0.0002,0.0021,0
18972828,0.094,0.230,-0.005,-0.006,0.008,0.004,-52.847,-291.509,403.340,175.572,-13.583,-106.292,1,0.0092,0.0002,0.0021,0
18972968,0.130,0.315,0.043,-0.016,0.013,0.000,-52.847,-291.509,403.340,175.572,-13.583,-106.292,1,0.0093,0.0007,0.0013,0
18973062,0.149,0.410,0.054,-0.013,0.013,0.002,-58.408,-290.564,400.539,172.158,-13.702,-105.446,1,-0.0011,0.0023,-0.0036,0
18973156,0.086,0.438,0.021,-0.012,0.014,0.003,-58.408,-290.564,400.539,172.158,-13.702,-105.446,1,-0.0011,0.0023,-0.0036,0
18973250,0.226,0.558,0.026,-0.018,0.013,0.002,-67.533,-288.942,396.784,166.181,-13.493,-102.484,1,-0.0011,0.0023,-0.0036,0
18973343,0.059,0.344,0.062,-0.004,0.004,0.003,-67.533,-288.942,396.784,166.181,-13.493,-102.484,1,-0.0235,0.0061,-0.0139,0
18973421,0.020,0.470,0.053,-0.008,0.006,0.002,-75.727,-287.169,393.894,160.628,-12.646,-99.266,1,-0.0424,0.0097,-0.0204,0
18973500,-0.015,0.224,0.100,-0.006,0.002,0.001,-75.727,-287.169,393.894,160.628,-12.646,-99.266,1,-0.0424,0.0097,-0.0204,0
18973609,-0.017,0.411,0.062,-0.005,0.005,0.003,-81.107,-285.612,391.937,156.938,-11.615,-97.106,1,-0.0405,0.0106,-0.0167,0
18973718,-0.051,0.134,0.078,0.001,0.000,0.002,-81.107,-285.612,391.937,156.938,-11.615,-97.106,1,-0.0405,0.0106,-0.0167,0
